CustomerID,TenureMonths,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,SupportTickets,TechSupportCalls,SeniorCitizen,Dependents,PaperlessBilling,Churn
CUST10583,4,43.51,110.54,Month-to-month,Fiber optic,Credit card,2,1,No,Yes,Yes,1
CUST10584,30,43.41,1434.77,Month-to-month,No,Electronic check,3,0,No,No,No,1
CUST10585,67,111.43,7628.12,One year,No,Credit card,2,0,No,No,Yes,0
CUST10586,50,66.84,3478.26,Two year,Fiber optic,Bank transfer,1,4,No,Yes,No,0
CUST10587,8,128.99,1008.29,Month-to-month,Fiber optic,Electronic check,3,1,No,No,Yes,1
CUST10588,61,39.41,2273.35,One year,Fiber optic,Electronic check,1,0,No,No,Yes,1
CUST10589,61,93.62,5706.76,Month-to-month,DSL,Mailed check,1,2,No,No,Yes,1
CUST10590,58,72.12,4184.44,One year,No,Electronic check,2,2,Yes,Yes,No,0
CUST10591,65,66.26,4463.46,One year,DSL,Mailed check,2,3,No,Yes,Yes,1
CUST10592,18,116.88,2126.62,Month-to-month,No,Credit card,0,0,No,No,Yes,1
CUST10593,71,127.44,9049.91,Month-to-month,DSL,Mailed check,1,4,Yes,No,No,1
CUST10594,24,116.65,2806.95,One year,DSL,Electronic check,2,0,Yes,Yes,Yes,1
CUST10595,58,45.19,2661.01,Two year,No,Mailed check,1,1,No,Yes,Yes,1
CUST10596,42,48.18,2086.2,Month-to-month,No,Electronic check,3,2,No,No,No,1
CUST10597,57,93.89,5279.28,Month-to-month,No,Credit card,1,1,No,No,Yes,1
CUST10598,46,55.35,2440.34,Month-to-month,No,Electronic check,0,1,No,Yes,No,1
CUST10599,47,102.15,4938.11,One year,Fiber optic,Credit card,4,1,No,No,Yes,0
CUST10600,45,84.47,3637.05,One year,DSL,Mailed check,2,0,No,No,No,0
CUST10601,57,82.85,4886.22,One year,DSL,Electronic check,1,0,No,No,No,1
CUST10602,54,112.0,5856.93,One year,Fiber optic,Bank transfer,2,2,No,Yes,Yes,1
CUST10603,10,99.61,937.65,Two year,DSL,Mailed check,3,1,No,No,Yes,1
CUST10604,60,27.79,1764.59,Two year,No,Credit card,1,1,No,No,No,1
CUST10605,39,30.19,1177.44,Month-to-month,DSL,Bank transfer,1,1,No,No,Yes,1
CUST10606,24,88.16,1984.19,One year,DSL,Credit card,2,1,No,No,Yes,1
CUST10607,38,76.05,2932.54,Month-to-month,DSL,Mailed check,1,1,No,No,Yes,1
CUST10608,70,52.32,3669.1,Month-to-month,DSL,Electronic check,4,1,No,No,Yes,1
CUST10609,62,68.96,4253.92,Two year,DSL,Electronic check,4,2,No,No,Yes,1
CUST10610,61,104.58,6316.99,One year,Fiber optic,Mailed check,3,0,No,Yes,Yes,0
CUST10611,34,111.79,3797.4,Two year,DSL,Mailed check,6,3,No,No,No,1
CUST10612,57,83.93,4725.82,Month-to-month,Fiber optic,Credit card,1,1,Yes,Yes,Yes,0
CUST10613,28,65.46,,Month-to-month,No,Mailed check,0,0,No,No,No,1
CUST10614,50,53.42,2647.0,Month-to-month,Fiber optic,Credit card,3,2,No,No,No,1
CUST10615,47,79.8,3713.22,Month-to-month,Fiber optic,Electronic check,4,3,No,No,Yes,1
CUST10616,18,58.05,990.74,Month-to-month,Fiber optic,Mailed check,1,3,No,No,No,1
CUST10617,20,84.23,1862.3,Month-to-month,DSL,Credit card,0,4,No,No,Yes,1
CUST10618,5,96.05,316.34,Month-to-month,DSL,Electronic check,1,2,No,No,Yes,1
CUST10619,11,31.94,387.28,Two year,No,Mailed check,0,0,Yes,Yes,Yes,1
CUST10620,32,25.11,779.59,Month-to-month,Fiber optic,Credit card,1,2,No,No,Yes,1
CUST10621,35,47.29,1512.81,Month-to-month,DSL,Bank transfer,1,3,No,Yes,Yes,1
CUST10622,12,118.92,1345.13,One year,Fiber optic,Credit card,2,1,No,No,Yes,1
CUST10623,31,92.86,2910.36,Month-to-month,No,Bank transfer,0,2,No,No,No,0
CUST10624,44,43.06,1808.2,Two year,Fiber optic,Credit card,2,1,No,No,No,1
CUST10625,17,118.48,2040.12,One year,Fiber optic,Credit card,0,2,No,No,Yes,1
CUST10626,25,74.35,2031.67,Month-to-month,No,Credit card,1,1,No,No,Yes,1
CUST10627,27,74.99,2041.79,One year,Fiber optic,Electronic check,2,2,No,No,Yes,1
CUST10628,37,123.23,4414.16,One year,Fiber optic,Bank transfer,2,0,Yes,No,No,1
CUST10629,27,31.25,759.07,One year,DSL,Electronic check,0,2,No,Yes,No,1
CUST10630,54,47.59,2541.32,Two year,DSL,Electronic check,1,2,Yes,No,Yes,1
CUST10631,24,86.51,2041.02,One year,No,Mailed check,3,2,No,Yes,Yes,0
CUST10632,32,45.53,1472.16,One year,Fiber optic,Bank transfer,2,2,Yes,No,Yes,1
CUST10633,28,96.35,2729.04,Month-to-month,Fiber optic,Mailed check,3,1,No,No,Yes,1
CUST10634,14,47.48,837.77,One year,Fiber optic,Credit card,0,2,No,No,Yes,1
CUST10635,50,35.41,1770.13,Two year,DSL,Mailed check,3,2,No,No,No,0
CUST10636,17,46.73,679.19,One year,No,Bank transfer,2,0,No,Yes,Yes,1
CUST10637,22,69.39,1641.96,One year,DSL,Credit card,1,1,No,Yes,No,0
CUST10638,58,43.49,2648.72,Month-to-month,No,Credit card,0,2,No,No,No,0
CUST10639,69,39.14,2723.9,One year,Fiber optic,Electronic check,0,4,No,No,Yes,0
CUST10640,49,115.33,5626.53,Two year,DSL,Bank transfer,4,1,No,Yes,No,1
CUST10641,66,58.64,3932.49,Month-to-month,DSL,Electronic check,2,1,No,No,No,0
CUST10642,62,62.88,3877.45,Month-to-month,No,Bank transfer,4,1,No,No,Yes,1
CUST10643,35,30.8,872.43,Month-to-month,DSL,Mailed check,1,0,Yes,No,Yes,1
CUST10644,56,62.52,3557.47,Month-to-month,DSL,Credit card,3,1,No,No,Yes,1
CUST10645,24,52.8,1356.43,One year,Fiber optic,Credit card,1,0,No,No,Yes,1
CUST10646,34,89.1,3173.51,Month-to-month,Fiber optic,Credit card,2,2,No,No,No,1
CUST10647,39,46.57,1743.15,Month-to-month,Fiber optic,Credit card,3,2,Yes,Yes,Yes,1
CUST10648,70,118.28,8302.22,One year,DSL,Mailed check,2,2,No,No,Yes,1
CUST10649,62,122.61,7626.6,One year,No,Bank transfer,4,0,No,Yes,Yes,1
CUST10650,36,35.48,1285.82,One year,DSL,Electronic check,1,2,Yes,Yes,No,1
CUST10651,47,36.28,1716.65,One year,DSL,Bank transfer,4,0,No,No,No,1
CUST10652,15,37.11,560.36,One year,DSL,Electronic check,0,1,Yes,No,No,1
CUST10653,58,90.05,5244.07,One year,DSL,Bank transfer,3,6,No,No,Yes,1
CUST10654,40,37.81,1586.47,One year,DSL,Credit card,1,1,No,Yes,No,1
CUST10655,39,114.5,4587.53,Month-to-month,DSL,Bank transfer,2,1,No,No,Yes,1
CUST10656,56,104.2,5759.57,One year,DSL,Credit card,2,0,Yes,Yes,Yes,1
CUST10657,46,111.08,5092.45,Month-to-month,Fiber optic,Electronic check,2,1,Yes,No,Yes,1
CUST10658,6,80.24,439.18,Month-to-month,No,Credit card,2,1,No,No,Yes,1
CUST10659,21,129.65,2666.08,Month-to-month,DSL,Bank transfer,1,1,No,No,No,1
CUST10660,13,29.64,223.72,Two year,DSL,Bank transfer,2,2,No,No,Yes,1
CUST10661,53,67.13,3560.31,One year,No,Credit card,5,0,No,No,Yes,0
CUST10662,3,59.01,224.96,Month-to-month,No,Bank transfer,2,1,No,No,Yes,1
CUST10663,15,124.61,1853.64,One year,Fiber optic,Mailed check,2,2,No,No,Yes,1
CUST10664,44,85.57,3764.18,Month-to-month,DSL,Bank transfer,2,2,No,No,No,1
CUST10665,51,109.65,5633.99,One year,Fiber optic,Bank transfer,4,0,No,No,Yes,1
CUST10666,37,42.89,1728.04,Two year,DSL,Credit card,1,0,Yes,No,No,0
CUST10667,62,127.76,7879.14,One year,DSL,Mailed check,3,1,No,No,No,1
CUST10668,67,77.36,5065.96,One year,Fiber optic,Bank transfer,1,2,No,No,Yes,1
CUST10669,10,76.84,759.36,Month-to-month,Fiber optic,Bank transfer,0,1,No,Yes,Yes,1
CUST10670,69,126.94,8947.22,Month-to-month,Fiber optic,Electronic check,0,1,No,No,No,1
CUST10671,45,64.98,2808.01,Two year,Fiber optic,Electronic check,0,1,No,No,Yes,1
CUST10672,46,66.74,3135.05,One year,DSL,Electronic check,3,0,No,No,Yes,1
CUST10673,7,86.4,720.59,Month-to-month,DSL,Bank transfer,0,1,No,No,Yes,1
CUST10674,45,38.45,1493.7,Month-to-month,Fiber optic,Mailed check,3,4,No,Yes,No,1
CUST10675,53,58.71,3152.65,Month-to-month,No,Credit card,0,0,Yes,No,Yes,1
CUST10676,42,45.29,1962.52,Month-to-month,DSL,Bank transfer,3,5,No,No,No,1
CUST10677,7,35.84,224.15,Month-to-month,Fiber optic,Electronic check,0,0,No,No,Yes,1
CUST10678,38,115.95,4341.46,Month-to-month,DSL,Electronic check,3,2,No,No,Yes,1
CUST10679,68,86.88,5848.77,Two year,DSL,Mailed check,4,1,No,No,Yes,1
CUST10680,53,62.66,,Month-to-month,Fiber optic,Credit card,2,3,No,No,No,1
CUST10681,10,67.91,648.89,Month-to-month,DSL,Electronic check,3,0,No,No,Yes,1
CUST10682,70,70.31,4872.62,Month-to-month,Fiber optic,Electronic check,3,0,Yes,Yes,No,1
CUST10683,70,91.48,6369.15,Month-to-month,Fiber optic,Electronic check,2,3,No,No,No,1
CUST10684,13,122.31,1709.11,Two year,DSL,Mailed check,3,0,No,No,Yes,1
CUST10685,58,122.94,7009.08,Month-to-month,DSL,Credit card,3,4,No,Yes,No,1
CUST10686,30,66.11,1808.39,One year,DSL,Bank transfer,4,1,No,Yes,Yes,1
CUST10687,43,59.57,2682.19,Two year,No,Mailed check,1,2,No,No,Yes,1
CUST10688,33,72.36,2368.68,Month-to-month,Fiber optic,Electronic check,1,1,No,Yes,Yes,1
CUST10689,57,84.63,4785.09,One year,Fiber optic,Mailed check,2,0,No,No,Yes,1
CUST10690,72,73.49,5280.16,Two year,DSL,Bank transfer,5,2,No,Yes,Yes,0
CUST10691,58,94.17,5482.79,Month-to-month,Fiber optic,Mailed check,1,1,No,No,Yes,1
CUST10692,68,83.21,5605.87,Month-to-month,DSL,Bank transfer,1,2,No,No,No,1
CUST10693,69,58.68,4099.51,Two year,Fiber optic,Credit card,1,3,No,No,Yes,1
CUST10694,7,61.3,,Two year,Fiber optic,Electronic check,1,0,Yes,Yes,Yes,1
CUST10695,19,64.75,1200.07,Month-to-month,Fiber optic,Mailed check,0,5,No,No,No,1
CUST10696,52,34.94,1595.41,One year,DSL,Electronic check,4,2,No,No,No,1
CUST10697,43,42.44,1942.14,Month-to-month,DSL,Bank transfer,2,0,Yes,No,No,1
CUST10698,4,100.93,386.11,Two year,DSL,Mailed check,4,3,No,No,Yes,1
CUST10699,7,65.86,528.03,Month-to-month,Fiber optic,Mailed check,2,1,No,Yes,Yes,1
CUST10700,38,47.53,1853.8,Month-to-month,No,Electronic check,1,2,No,No,Yes,1
CUST10701,45,84.08,3838.58,One year,DSL,Electronic check,6,3,No,No,Yes,1
CUST10702,13,104.33,1355.51,Two year,Fiber optic,Mailed check,1,3,No,No,Yes,1
CUST10703,13,52.03,715.21,Two year,Fiber optic,Bank transfer,1,1,No,No,No,1
CUST10704,10,111.81,1021.97,Month-to-month,DSL,Electronic check,3,2,No,No,Yes,1
CUST10705,41,122.39,4900.87,Month-to-month,DSL,Electronic check,2,2,No,No,Yes,1
CUST10706,1,87.73,87.73,Two year,DSL,Mailed check,1,1,No,No,No,1
CUST10707,42,95.24,3932.1,Two year,Fiber optic,Bank transfer,1,0,Yes,No,No,0
CUST10708,35,30.52,1210.75,Month-to-month,Fiber optic,Mailed check,0,1,No,No,No,1
CUST10709,34,124.28,4263.03,One year,Fiber optic,Mailed check,2,0,No,Yes,Yes,1
CUST10710,49,66.21,3172.64,Month-to-month,No,Electronic check,2,0,No,No,No,1
CUST10711,38,122.01,4609.23,Month-to-month,Fiber optic,Bank transfer,1,1,No,No,No,1
CUST10712,53,85.79,4560.17,Month-to-month,No,Credit card,4,1,No,Yes,No,1
CUST10713,56,25.48,1420.08,Month-to-month,Fiber optic,Credit card,1,2,No,No,No,0
CUST10714,67,29.05,1973.52,Month-to-month,No,Bank transfer,1,3,No,No,Yes,1
CUST10715,58,96.44,5600.39,Two year,No,Bank transfer,2,2,Yes,Yes,Yes,1
CUST10716,38,84.08,3055.97,Month-to-month,Fiber optic,Mailed check,0,0,No,No,Yes,0
CUST10717,36,27.79,785.35,Month-to-month,No,Electronic check,5,0,Yes,Yes,Yes,1
CUST10718,17,103.06,1714.66,Month-to-month,No,Mailed check,2,2,No,No,No,1
CUST10719,44,114.48,5093.17,Month-to-month,Fiber optic,Bank transfer,2,2,No,No,Yes,1
CUST10720,11,77.12,812.08,Month-to-month,Fiber optic,Bank transfer,1,0,Yes,No,Yes,1
CUST10721,68,73.9,5148.86,One year,Fiber optic,Credit card,0,2,Yes,No,Yes,0
CUST10722,61,25.57,1555.08,Month-to-month,No,Credit card,1,1,No,Yes,Yes,1
CUST10723,9,107.6,1104.12,One year,Fiber optic,,3,1,No,No,No,1
CUST10724,57,59.73,3519.8,Two year,No,Electronic check,2,1,Yes,Yes,Yes,1
CUST10725,9,117.27,1160.56,Month-to-month,Fiber optic,Mailed check,5,2,No,No,Yes,1
CUST10726,52,64.17,3216.49,Two year,No,Credit card,5,0,No,Yes,No,1
CUST10727,7,84.33,592.02,Two year,DSL,Credit card,2,1,No,Yes,Yes,1
CUST10728,36,53.39,2044.32,Two year,Fiber optic,Electronic check,3,1,No,No,No,1
CUST10729,48,41.86,2036.51,One year,Fiber optic,Electronic check,1,4,No,Yes,No,0
CUST10730,53,106.37,5693.05,One year,No,Bank transfer,2,1,No,Yes,Yes,1
CUST10731,31,77.14,2252.55,One year,No,Bank transfer,3,1,No,No,Yes,1
CUST10732,67,81.33,5640.99,One year,Fiber optic,Credit card,5,0,No,No,Yes,1
CUST10733,56,126.37,6997.58,Month-to-month,Fiber optic,Credit card,2,1,No,No,Yes,1
CUST10734,15,126.18,1693.26,Two year,DSL,Electronic check,2,1,No,No,No,1
CUST10735,49,114.84,5592.05,One year,No,Electronic check,7,3,No,No,Yes,1
CUST10736,53,44.7,2124.35,One year,DSL,Bank transfer,3,0,No,No,Yes,1
CUST10737,25,87.4,2076.49,Month-to-month,Fiber optic,Bank transfer,3,0,No,No,No,0
CUST10738,54,117.21,6585.19,Month-to-month,Fiber optic,Credit card,1,0,Yes,No,Yes,1
CUST10739,65,64.32,4142.8,Month-to-month,Fiber optic,Bank transfer,1,1,No,No,Yes,1
CUST10740,59,35.62,1958.8,Month-to-month,DSL,Bank transfer,2,1,No,No,No,0
CUST10741,55,110.15,6060.78,Month-to-month,DSL,Mailed check,3,1,No,Yes,Yes,0
CUST10742,46,75.59,3387.36,Month-to-month,No,Electronic check,2,1,No,Yes,Yes,1
CUST10743,20,84.26,1771.65,Month-to-month,Fiber optic,Credit card,0,0,No,Yes,Yes,1
CUST10744,58,128.13,7342.59,Month-to-month,DSL,Credit card,2,1,No,No,Yes,1
CUST10745,27,88.76,2423.59,Month-to-month,Fiber optic,Electronic check,5,4,No,No,Yes,1
CUST10746,39,69.62,2600.47,Two year,DSL,Bank transfer,2,1,No,Yes,Yes,1
CUST10747,23,63.85,1728.45,Month-to-month,No,Mailed check,0,2,No,No,No,1
CUST10748,23,68.85,1633.91,Month-to-month,DSL,Mailed check,0,0,No,No,Yes,1
CUST10749,12,37.43,434.61,Month-to-month,DSL,Credit card,0,1,No,No,Yes,1
CUST10750,70,108.45,7562.2,Month-to-month,DSL,Credit card,2,0,No,No,Yes,1
CUST10751,11,112.96,1187.2,Month-to-month,Fiber optic,Electronic check,5,1,No,No,Yes,1
CUST10752,7,54.86,307.93,One year,Fiber optic,Mailed check,5,3,No,No,Yes,1
CUST10753,68,56.9,3790.36,Two year,Fiber optic,Credit card,1,0,No,Yes,Yes,0
CUST10754,40,116.81,4840.23,Month-to-month,Fiber optic,Credit card,0,0,No,No,Yes,1
CUST10755,32,27.52,825.38,One year,DSL,Electronic check,1,4,No,No,Yes,1
CUST10756,54,79.65,4088.16,Month-to-month,DSL,Credit card,1,3,No,No,Yes,1
CUST10757,28,73.69,1946.72,Month-to-month,DSL,Mailed check,3,0,No,No,No,1
CUST10758,10,97.46,1067.37,Month-to-month,No,Bank transfer,0,1,No,Yes,No,1
CUST10759,53,42.16,2209.25,Month-to-month,DSL,Electronic check,0,2,No,No,Yes,0
CUST10760,13,95.17,1223.8,One year,No,Bank transfer,4,1,No,No,No,1
CUST10761,40,64.56,2699.38,One year,DSL,Bank transfer,0,1,No,No,No,1
CUST10762,69,89.97,6130.21,One year,DSL,Bank transfer,2,1,No,Yes,No,1
CUST10763,68,29.21,2049.52,Month-to-month,DSL,Credit card,2,1,Yes,Yes,Yes,0
CUST10764,26,73.48,1843.69,One year,DSL,Credit card,1,1,Yes,No,Yes,1
CUST10765,57,79.84,4608.47,Month-to-month,Fiber optic,Credit card,0,2,No,No,Yes,1
CUST10766,45,47.5,2098.39,Month-to-month,Fiber optic,Bank transfer,1,1,No,Yes,Yes,1
CUST10767,35,39.66,1363.95,Month-to-month,DSL,Credit card,0,4,No,No,Yes,1
CUST10768,11,44.79,574.7,One year,Fiber optic,Bank transfer,4,1,No,No,No,1
CUST10769,28,61.13,1786.44,Two year,Fiber optic,Bank transfer,0,2,Yes,No,No,0
CUST10770,47,35.17,1636.45,Month-to-month,No,Bank transfer,3,3,No,No,No,1
CUST10771,72,124.47,8914.68,One year,No,Credit card,2,1,No,No,No,1
CUST10772,1,67.52,227.43,One year,Fiber optic,Electronic check,2,1,No,No,Yes,1
CUST10773,52,109.94,5775.81,Two year,No,Bank transfer,1,2,No,No,No,1
CUST10774,61,127.31,7726.8,Month-to-month,Fiber optic,Mailed check,2,3,Yes,No,Yes,1
CUST10775,69,33.48,2244.81,One year,Fiber optic,Credit card,2,0,No,No,Yes,0
CUST10776,31,93.43,2998.82,One year,Fiber optic,Electronic check,0,0,No,No,Yes,1
CUST10777,9,116.5,1060.04,Two year,DSL,Bank transfer,1,2,No,Yes,Yes,1
CUST10778,20,91.59,1815.44,Month-to-month,Fiber optic,Electronic check,4,5,No,Yes,Yes,1
CUST10779,62,70.05,4354.6,Two year,No,Credit card,2,0,No,No,Yes,0
CUST10780,64,70.26,4530.42,Month-to-month,DSL,Credit card,2,3,No,No,Yes,1
CUST10781,46,28.77,1317.75,Two year,No,Electronic check,1,2,No,No,Yes,1
CUST10782,9,81.13,850.54,Month-to-month,No,Credit card,1,1,Yes,No,Yes,1
CUST10783,9,129.32,1289.81,Month-to-month,DSL,Mailed check,4,2,No,No,Yes,1
CUST10784,35,125.66,4451.29,Month-to-month,Fiber optic,Credit card,3,2,No,No,No,1
CUST10785,43,29.24,1394.79,Month-to-month,No,Bank transfer,1,2,No,Yes,Yes,0
CUST10786,3,99.11,298.18,Month-to-month,No,Electronic check,4,3,No,Yes,Yes,1
CUST10787,50,56.69,2903.53,Month-to-month,DSL,Electronic check,1,1,No,Yes,No,1
CUST10788,40,119.81,4892.85,Month-to-month,DSL,Mailed check,1,0,No,No,No,1
CUST10789,1,29.74,131.64,Month-to-month,Fiber optic,Electronic check,0,3,No,Yes,No,1
CUST10790,7,123.27,954.49,One year,DSL,Electronic check,1,2,No,Yes,No,1
CUST10791,33,112.93,3789.81,Two year,DSL,Credit card,1,3,Yes,Yes,No,1
CUST10792,53,37.34,2174.73,One year,DSL,Credit card,1,1,No,Yes,Yes,1
CUST10793,60,31.28,1822.83,Month-to-month,DSL,Mailed check,2,0,No,Yes,Yes,0
CUST10794,32,112.64,3588.96,Month-to-month,Fiber optic,Electronic check,2,0,No,Yes,Yes,1
CUST10795,22,41.35,888.25,Two year,Fiber optic,Electronic check,4,1,No,No,Yes,1
CUST10796,70,81.16,5644.39,Month-to-month,Fiber optic,Credit card,2,2,Yes,No,No,1
CUST10797,34,121.15,3920.22,Month-to-month,Fiber optic,Mailed check,1,2,No,No,Yes,1
CUST10798,23,84.58,2082.83,Two year,Fiber optic,Electronic check,4,0,No,No,No,1
CUST10799,32,66.71,2032.12,Two year,DSL,Mailed check,2,3,Yes,No,No,1
CUST10800,1,71.73,88.71,Month-to-month,DSL,Mailed check,2,3,No,No,Yes,1
CUST10801,22,31.63,553.67,One year,DSL,Bank transfer,1,3,No,No,Yes,1
CUST10802,38,126.72,4877.43,Month-to-month,DSL,Mailed check,1,1,No,No,Yes,1
CUST10803,67,57.62,3782.0,One year,DSL,Credit card,2,1,No,Yes,Yes,0
CUST10804,54,44.88,2309.92,Month-to-month,DSL,Bank transfer,3,2,No,No,Yes,1
CUST10805,57,55.03,3156.14,Month-to-month,DSL,Credit card,4,2,No,No,Yes,1
CUST10806,40,126.26,4980.33,One year,Fiber optic,Mailed check,5,4,No,No,Yes,1
CUST10807,8,34.9,221.78,Month-to-month,Fiber optic,Bank transfer,3,0,Yes,No,No,1
CUST10808,29,116.07,3383.21,One year,No,Mailed check,1,1,No,No,No,1
CUST10809,72,99.32,7231.04,Month-to-month,Fiber optic,Bank transfer,4,0,No,No,Yes,1
CUST10810,4,112.15,366.76,Two year,Fiber optic,Bank transfer,2,2,No,No,Yes,1
CUST10811,64,127.47,,Two year,DSL,Mailed check,0,2,Yes,No,No,1
CUST10812,50,113.43,5673.85,Month-to-month,Fiber optic,Credit card,3,0,No,No,No,1
CUST10813,21,124.06,2659.19,One year,DSL,Credit card,1,1,No,No,No,1
CUST10814,57,38.33,2331.09,Month-to-month,Fiber optic,Credit card,0,2,Yes,Yes,Yes,1
CUST10815,61,108.56,6515.03,Month-to-month,Fiber optic,Electronic check,3,1,No,Yes,No,1
CUST10816,4,82.3,297.4,Month-to-month,Fiber optic,Bank transfer,2,2,No,No,Yes,1
CUST10817,8,82.07,774.14,Two year,DSL,Electronic check,0,2,Yes,Yes,No,1
CUST10818,48,119.39,5928.03,Two year,Fiber optic,Electronic check,1,2,No,Yes,No,1
CUST10819,72,127.04,9047.57,Two year,No,Credit card,1,0,No,Yes,No,1
CUST10820,2,99.01,124.14,Two year,Fiber optic,Electronic check,2,3,No,No,Yes,1
CUST10821,48,75.71,3672.19,Two year,Fiber optic,Credit card,4,2,No,No,No,1
CUST10822,10,72.92,671.43,Month-to-month,Fiber optic,Mailed check,4,4,Yes,No,Yes,1
CUST10823,47,65.57,3005.87,Two year,DSL,Mailed check,0,2,No,No,Yes,0
CUST10824,45,62.97,2858.1,One year,Fiber optic,Electronic check,3,0,No,No,Yes,0
CUST10825,7,66.11,617.71,Month-to-month,Fiber optic,Bank transfer,0,3,No,No,No,1
CUST10826,50,34.42,1590.05,One year,DSL,Bank transfer,1,1,No,No,Yes,0
CUST10827,65,33.13,2303.28,Month-to-month,DSL,Mailed check,4,0,No,Yes,No,0
CUST10828,63,106.89,6676.59,Month-to-month,No,Credit card,0,1,No,No,Yes,1
CUST10829,3,71.84,250.1,Month-to-month,Fiber optic,Mailed check,3,2,No,Yes,Yes,1
CUST10830,18,122.72,2368.05,Month-to-month,Fiber optic,Bank transfer,1,0,No,Yes,Yes,1
CUST10831,18,89.28,1639.57,Month-to-month,Fiber optic,Mailed check,1,1,No,Yes,Yes,1
CUST10832,33,28.69,917.02,Two year,Fiber optic,Bank transfer,1,0,No,Yes,Yes,1
CUST10833,11,41.54,528.76,One year,Fiber optic,Electronic check,0,1,No,No,Yes,1
CUST10834,62,46.61,2872.5,Month-to-month,DSL,Mailed check,1,2,No,No,No,1
CUST10835,56,127.45,7189.34,Month-to-month,Fiber optic,Bank transfer,2,2,No,Yes,Yes,1
CUST10836,59,47.96,2809.17,Month-to-month,Fiber optic,Bank transfer,1,0,No,No,No,1
CUST10837,15,79.15,1273.37,Month-to-month,DSL,Mailed check,3,1,No,No,No,1
CUST10838,2,123.3,123.3,Two year,Fiber optic,Bank transfer,3,1,No,No,Yes,1
CUST10839,66,127.61,8320.91,Month-to-month,DSL,Bank transfer,5,2,No,No,Yes,1
CUST10840,21,49.82,905.33,One year,Fiber optic,Mailed check,3,2,Yes,No,Yes,1
CUST10841,48,30.16,1442.04,One year,Fiber optic,Electronic check,3,3,No,No,Yes,1
CUST10842,66,41.13,2561.63,One year,Fiber optic,Bank transfer,3,0,No,No,Yes,1
CUST10843,3,31.65,31.65,Two year,Fiber optic,Credit card,3,1,Yes,No,Yes,1
CUST10844,1,45.49,45.49,Month-to-month,No,Credit card,1,0,No,No,Yes,1
CUST10845,1,84.7,232.67,Two year,Fiber optic,Bank transfer,3,1,No,No,Yes,1
CUST10846,12,120.81,1350.65,One year,Fiber optic,Credit card,2,2,No,No,No,1
CUST10847,4,81.41,196.99,One year,Fiber optic,Credit card,2,2,No,No,Yes,1
CUST10848,60,90.73,5468.63,One year,DSL,Bank transfer,3,0,No,No,Yes,1
CUST10849,44,46.2,2201.48,Two year,DSL,Electronic check,1,3,No,No,Yes,1
CUST10850,71,109.06,7731.65,Two year,Fiber optic,Bank transfer,1,0,No,Yes,No,0
CUST10851,58,89.87,5208.59,Month-to-month,DSL,Bank transfer,3,1,No,No,No,1
CUST10852,70,115.73,8230.18,Two year,Fiber optic,Mailed check,1,2,No,Yes,No,1
CUST10853,18,124.63,,One year,Fiber optic,Credit card,1,1,Yes,No,No,1
CUST10854,21,61.53,,Month-to-month,Fiber optic,Credit card,1,1,No,No,Yes,1
CUST10855,62,34.51,2081.39,Two year,DSL,Mailed check,3,3,No,No,No,0
CUST10856,18,48.72,922.56,Month-to-month,No,Mailed check,5,1,No,Yes,Yes,1
CUST10857,5,70.97,218.77,One year,Fiber optic,Electronic check,2,0,No,No,Yes,1
CUST10858,49,124.3,6028.33,Month-to-month,Fiber optic,Electronic check,1,2,Yes,No,Yes,1
CUST10859,58,64.72,3896.91,Month-to-month,DSL,Mailed check,2,2,No,No,No,1
CUST10860,70,105.93,7545.3,Two year,Fiber optic,Mailed check,2,1,No,No,Yes,0
CUST10861,67,81.75,5521.0,Month-to-month,DSL,Mailed check,3,0,No,Yes,Yes,0
CUST10862,9,44.19,204.77,Month-to-month,Fiber optic,Electronic check,1,2,No,Yes,Yes,1
CUST10863,56,58.68,3165.26,Month-to-month,DSL,Mailed check,0,2,No,No,Yes,1
CUST10864,61,93.59,5641.04,Month-to-month,No,Bank transfer,3,3,No,No,Yes,1
CUST10865,51,95.65,4860.98,Two year,DSL,Mailed check,2,2,No,No,No,1
CUST10866,60,70.65,4113.96,Two year,Fiber optic,Bank transfer,1,0,No,Yes,Yes,1
CUST10867,61,49.01,2964.98,Month-to-month,DSL,Mailed check,3,0,No,No,Yes,1
CUST10868,33,100.8,3503.13,One year,Fiber optic,Bank transfer,3,3,Yes,No,Yes,1
CUST10869,3,42.73,168.27,Month-to-month,Fiber optic,Bank transfer,3,0,No,Yes,Yes,1
CUST10870,33,123.35,4092.43,One year,Fiber optic,Credit card,0,0,No,Yes,No,1
CUST10871,15,44.73,569.19,Month-to-month,DSL,Electronic check,2,3,Yes,No,No,0
CUST10872,9,36.27,162.53,Month-to-month,DSL,Credit card,1,2,No,No,Yes,1
CUST10873,9,77.25,572.43,Month-to-month,DSL,Mailed check,0,0,No,No,Yes,0
CUST10874,51,79.55,3889.11,One year,No,Electronic check,0,5,Yes,Yes,No,0
CUST10875,37,78.36,2906.82,Month-to-month,Fiber optic,Bank transfer,2,2,Yes,No,Yes,1
CUST10876,39,70.85,2801.54,Month-to-month,DSL,Electronic check,2,2,No,No,Yes,1
CUST10877,54,129.46,6894.31,Two year,No,Electronic check,1,2,No,No,Yes,1
